id;merchant_reference;amount;created_at
8d92d35031d0;hilpert_senger;360.18;2023-08-05
527a280b7fa0;hilpert_senger;37.78;2023-08-05
d1156f3cd971;hilpert_senger;184.88;2023-08-05
9b393480c5e8;hilpert_senger;164.79;2023-08-05
b1f6a1f625ee;hilpert_senger;289.7;2023-08-05
b3b09e6d057e;hilpert_senger;416.04;2023-08-05
423daab6bb87;hilpert_senger;291.88;2023-08-05
160d970b1858;hilpert_senger;102.78;2023-08-06
50438d15d35e;hilpert_senger;478.84;2023-08-06
6028fad4fa0c;hilpert_senger;415.57;2023-08-06
d3e708c127e8;hilpert_senger;482.31;2023-08-06
76fde59fd6da;hilpert_senger;285.8;2023-08-06
6c8be105de4f;hilpert_senger;411.03;2023-08-06
dd0bf497dfce;hilpert_senger;372.36;2023-08-06
0e3bba6b66eb;hilpert_senger;57.1;2023-08-06
9ada831497e3;hilpert_senger;37.53;2023-08-06
4d2ad8468f0a;hilpert_senger;265.81;2023-08-06
caa4d17de994;hilpert_senger;190.92;2023-08-06
33ab03535356;hilpert_senger;183.18;2023-08-06
8e5da728c8c8;hilpert_senger;462.9;2023-08-06
b37fed7dd2d9;hilpert_senger;359.15;2023-08-06
24e2c7973e9d;hilpert_senger;303.88;2023-08-06
12ed18d129a1;hilpert_senger;212.3;2023-08-06
97c6181575f1;hilpert_senger;156.74;2023-08-06
a62caffe1ff8;hilpert_senger;323.4;2023-08-06
baa6c740c0b5;hilpert_senger;62.44;2023-08-06
cd36aa944c0f;hilpert_senger;273.35;2023-08-06
726d25e139fb;hilpert_senger;105.54;2023-08-06
c2a26ce0776c;hilpert_senger;156.02;2023-08-06
3b2c13578480;hilpert_senger;388.6;2023-08-06
920ecbc85e4f;hilpert_senger;361.63;2023-08-06
b8e6a54f7d67;hilpert_senger;133.91;2023-08-06
e498bf958ed6;hilpert_senger;220.77;2023-08-06
b1059fb4a219;hilpert_senger;67.94;2023-08-06
d8ae51296d12;hilpert_senger;496.16;2023-08-06
6a0e34134fd9;hilpert_senger;143.58;2023-08-06
b5ba095e8052;hilpert_senger;84.07;2023-08-06
0b908a319c5e;hilpert_senger;193.53;2023-08-06
d424745ca5be;hilpert_senger;389.21;2023-08-06
a01ed6373cb6;hilpert_senger;94.72;2023-08-06
3f1e9fa84ef6;hilpert_senger;103.58;2023-08-06
37a245bda8f6;hilpert_senger;61.21;2023-08-06
ab6a027b2e36;hilpert_senger;357.95;2023-08-06
c17116434e36;hilpert_senger;91.91;2023-08-06
ad70e2350714;hilpert_senger;203.02;2023-08-06
5e93ef9af2d5;hilpert_senger;326.86;2023-08-06
eee6e77e9644;hilpert_senger;491.86;2023-08-06
95c007d61fe8;hilpert_senger;266.21;2023-08-06
8f9766b795b2;hilpert_senger;438.3;2023-08-06
f6cda150fe30;hilpert_senger;98.91;2023-08-06
ed6dda6ca25e;hilpert_senger;292.06;2023-08-06
6118462aa842;hilpert_senger;283.17;2023-08-06
428fcfb194d2;hilpert_senger;377.71;2023-08-06
feadc54c2884;hilpert_senger;76.02;2023-08-06
b208bcfa2e9c;hilpert_senger;69.77;2023-08-06
a4c330793656;hilpert_senger;201.83;2023-08-06
28b070f2b6d1;hilpert_senger;258.45;2023-08-06
9d53d71d8f64;hilpert_senger;203.51;2023-08-06
2eb7ae0da99a;hilpert_senger;448.04;2023-08-06
e6e22fc88a58;hilpert_senger;360.8;2023-08-06
2174eae5d6df;hilpert_senger;290.82;2023-08-06
d04d4bd1730d;hilpert_senger;256.04;2023-08-06
8917d20bc046;hilpert_senger;194.36;2023-08-06
408497d96a77;hilpert_senger;498.58;2023-08-06
3411490ef426;hilpert_senger;441.25;2023-08-06
526caf70add2;hilpert_senger;313.65;2023-08-06
cb3facdc72da;hilpert_senger;214.84;2023-08-06
97bd035561b9;hilpert_senger;94.4;2023-08-06
9e7f0b906a72;hilpert_senger;226.77;2023-08-06
86633cf00fd7;hilpert_senger;389.8;2023-08-06
8158fd986102;hilpert_senger;157.59;2023-08-06
6beea6eac9a5;hilpert_senger;137.89;2023-08-06
eb2c40e1ed98;hilpert_senger;102.91;2023-08-06
54a359e90dac;hilpert_senger;297.13;2023-08-06
32cd4fb53372;hilpert_senger;135.64;2023-08-06
b9aa70d72086;hilpert_senger;65.3;2023-08-06
9f5942904b5a;hilpert_senger;233.36;2023-08-06
3ef316f08b6b;hilpert_senger;51.16;2023-08-06
9ac6b3389c43;hilpert_senger;373.05;2023-08-06
efdab6052b86;hilpert_senger;412.18;2023-08-06
f6ddb0231ec9;hilpert_senger;190.06;2023-08-06
dc1a36b0928c;hilpert_senger;469.25;2023-08-06
d774b2d7bd1f;hilpert_senger;425.85;2023-08-06
b9950459f609;hilpert_senger;488.46;2023-08-06
3199c1648775;hilpert_senger;107.7;2023-08-06
55f54c70d1ec;hilpert_senger;483.5;2023-08-06
272f2e91829b;hilpert_senger;330.79;2023-08-06
5f88baf4d939;hilpert_senger;72.89;2023-08-06
15490f578fae;hilpert_senger;203.52;2023-08-06
1ca5f43b82ee;hilpert_senger;239.27;2023-08-06
05144c2b9fd6;hilpert_senger;316.52;2023-08-06
afd88312fe1a;hilpert_senger;201.91;2023-08-06
f43693bf93ea;hilpert_senger;148.59;2023-08-06
ee25f68215cb;hilpert_senger;231.58;2023-08-06
c864f509250a;hilpert_senger;61.92;2023-08-06
29a2ffc3f503;hilpert_senger;155.64;2023-08-06
6612bc431185;hilpert_senger;276.61;2023-08-06
869a88a86b80;hilpert_senger;406.93;2023-08-06
6dd6bc82eef0;hilpert_senger;278.07;2023-08-06
8ea9ce7c1b5e;hilpert_senger;141.27;2023-08-06
f2ee58b8c455;hilpert_senger;484.88;2023-08-06
918c68b15da9;hilpert_senger;492.43;2023-08-06
e45ed52039fe;hilpert_senger;156.39;2023-08-06
630841775236;hilpert_senger;333.86;2023-08-06
97158d5264c1;hilpert_senger;138.76;2023-08-06
4d3721537693;hilpert_senger;43.18;2023-08-06
c92e76842df8;hilpert_senger;415.72;2023-08-06
b09f937f97c3;hilpert_senger;228.69;2023-08-06
9ea0ce58ac8a;hilpert_senger;109.14;2023-08-06
1cb4f24c5101;hilpert_senger;219.64;2023-08-06
a15b69c7710a;hilpert_senger;267.71;2023-08-06
3e36cd4a888e;hilpert_senger;283.32;2023-08-06
c8622359cda7;hilpert_senger;323.82;2023-08-06
ec6374cd6096;hilpert_senger;295.09;2023-08-06
8737cf2bd2b6;hilpert_senger;480.87;2023-08-06
181f1bda0a99;hilpert_senger;451.32;2023-08-06
4186f7a266dd;hilpert_senger;49.74;2023-08-06
87e2f7562dd3;hilpert_senger;240.21;2023-08-06
63164b5f6f33;hilpert_senger;249.85;2023-08-06
c71418eb85ec;hilpert_senger;389.81;2023-08-06
8b89a50013a9;hilpert_senger;84.37;2023-08-06
861c89dccd34;hilpert_senger;370.67;2023-08-06
b28cc1b03d97;hilpert_senger;208.61;2023-08-06
f83692cf5f71;hilpert_senger;154.38;2023-08-06
e69f16752b20;hilpert_senger;262.21;2023-08-06
56f96aa7038f;hilpert_senger;247.56;2023-08-06
978cb1513bb4;hilpert_senger;354.14;2023-08-06
366b7cc7bd28;hilpert_senger;423.36;2023-08-06
95f8f8e1016e;hilpert_senger;114.57;2023-08-06
2a4f4869a800;hilpert_senger;207.84;2023-08-06
f59fe3a4ef73;hilpert_senger;47.57;2023-08-06
aff46302d898;hilpert_senger;121.32;2023-08-06
ecb61758d70b;hilpert_senger;241.22;2023-08-06
98ea7e8cac81;hilpert_senger;135.1;2023-08-06
580a020095fd;hilpert_senger;322.69;2023-08-06
27e58b985cfc;hilpert_senger;96.01;2023-08-06
7cacde6205ed;hilpert_senger;99.46;2023-08-06
e100eb64e489;hilpert_senger;367.99;2023-08-06
5962be62337a;hilpert_senger;103.25;2023-08-06
0af2d5073b11;hilpert_senger;201.03;2023-08-06
b6ad36eec262;hilpert_senger;93.47;2023-08-06
ae7b28d1f599;hilpert_senger;137.91;2023-08-06
75e22c96a006;hilpert_senger;213.7;2023-08-06
83cc08daa860;hilpert_senger;364.89;2023-08-06
1f8572201006;hilpert_senger;279.46;2023-08-06
e3e67c323302;hilpert_senger;345.25;2023-08-06
9fb0bfb6a9e8;hilpert_senger;307.69;2023-08-06
bcbfbff6b1ad;hilpert_senger;399.71;2023-08-06
4410751620dd;hilpert_senger;330.03;2023-08-06
78dba315c9a3;hilpert_senger;94.77;2023-08-06
0a51243906e3;hilpert_senger;258.15;2023-08-06
18ebd2a84d9f;hilpert_senger;368.78;2023-08-06
6ab686399665;hilpert_senger;269.36;2023-08-06
305ea03f9a44;hilpert_senger;89.73;2023-08-06
d73aacd3ea0b;hilpert_senger;282.44;2023-08-06
1644785b90ae;hilpert_senger;220.7;2023-08-06
6272d6be8d25;hilpert_senger;270.25;2023-08-06
009e65c5d739;hilpert_senger;458.24;2023-08-06
11bd72e0486a;hilpert_senger;325.76;2023-08-06
a2fe8732a6d6;hilpert_senger;43.55;2023-08-06
56c3bdd27ab1;hilpert_senger;470.8;2023-08-06
331a7d1786bc;hilpert_senger;203.77;2023-08-06
3bd75b651c9a;hilpert_senger;227.38;2023-08-06
b49e5637a4bb;hilpert_senger;275.31;2023-08-06
2a5abfeabd0b;hilpert_senger;109.7;2023-08-06
e4d4549a6d7a;hilpert_senger;237.19;2023-08-06
a77a9dd3fcd6;hilpert_senger;127.94;2023-08-06
cb380325815d;hilpert_senger;421.55;2023-08-06
6c05fedcf458;hilpert_senger;216.52;2023-08-06
7fb47efae54c;hilpert_senger;417.31;2023-08-06
9e06a14f214a;hilpert_senger;135.51;2023-08-06
24c00e2d5b38;hilpert_senger;330.84;2023-08-06
c74c9597b9e7;hilpert_senger;389.39;2023-08-06
2ba52e2b0711;hilpert_senger;262.1;2023-08-06
84aae1d20429;hilpert_senger;61.79;2023-08-06
63ef72a902af;hilpert_senger;473.05;2023-08-06
30a9ab0c55c9;hilpert_senger;190.14;2023-08-06
43b43850e4a1;hilpert_senger;280.22;2023-08-06
5b28ddb07e0b;hilpert_senger;248.86;2023-08-06
0c1ea2a18362;hilpert_senger;88.85;2023-08-06
a17029132d39;hilpert_senger;95.61;2023-08-06
d3d5ab619f65;hilpert_senger;459.17;2023-08-06
c938f5bafcd3;hilpert_senger;55.35;2023-08-06
7d10825ca842;hilpert_senger;67.52;2023-08-06
7deaa6c618bb;hilpert_senger;481.4;2023-08-06
0a2d5337c1e2;hilpert_senger;166.25;2023-08-06
1f9daee67917;hilpert_senger;234.12;2023-08-06
71d67faa96ce;hilpert_senger;56.99;2023-08-06
62cbe0839237;hilpert_senger;473.82;2023-08-06
a615e947161f;hilpert_senger;291.1;2023-08-06
63be58d6768c;hilpert_senger;163.9;2023-08-06
a31ef84216ac;hilpert_senger;335.53;2023-08-06
dc44da1a6344;hilpert_senger;234.23;2023-08-06
8340110cae35;hilpert_senger;38.49;2023-08-06
ba0254239000;hilpert_senger;33.06;2023-08-06
a64066a62bc6;hilpert_senger;318.64;2023-08-06
d60a375a61ef;hilpert_senger;121.31;2023-08-06
d917726529f6;hilpert_senger;125.95;2023-08-06
6192ef96449c;hilpert_senger;460.08;2023-08-06
46471e8b59e4;hilpert_senger;412.95;2023-08-06
339c8bef7c87;hilpert_senger;131.54;2023-08-06
68bb5b778230;hilpert_senger;352.87;2023-08-06
2d5c46d8b641;hilpert_senger;271.71;2023-08-06
543d06d8c343;hilpert_senger;251.87;2023-08-06
69509656be6d;hilpert_senger;483.46;2023-08-06
f2039d9b5754;hilpert_senger;394.54;2023-08-06
e4c0900b584c;hilpert_senger;417.82;2023-08-06
7aae603e13da;hilpert_senger;481.08;2023-08-06
2497424a2688;hilpert_senger;397.74;2023-08-06
e78d54df6500;hilpert_senger;221.8;2023-08-06
d4f0af7a159b;hilpert_senger;337.63;2023-08-06
1b9a30523aa0;hilpert_senger;136.76;2023-08-06
4342553acbad;hilpert_senger;441.84;2023-08-06
d712bbd801d9;hilpert_senger;310.57;2023-08-06
053d63d58198;hilpert_senger;132.93;2023-08-06
f6882d466ada;hilpert_senger;331.69;2023-08-06
5add7a7b5c87;hilpert_senger;474.27;2023-08-06
2ac956eb758e;hilpert_senger;361.36;2023-08-06
d533ff67869b;hilpert_senger;281.07;2023-08-06
5a46f6892d11;hilpert_senger;468.83;2023-08-06
236ba9cb8a8f;hilpert_senger;287.34;2023-08-06
9520940ffc00;hilpert_senger;114.59;2023-08-06
237f0c1541f5;hilpert_senger;419.34;2023-08-06
8701ad7620ef;hilpert_senger;498.91;2023-08-06
acd79cc2d0e0;hilpert_senger;271.52;2023-08-06
a32f0190a115;hilpert_senger;185.35;2023-08-06
066f6e849e19;hilpert_senger;73.24;2023-08-06
8179ff117953;hilpert_senger;133.88;2023-08-06
7803b8dcba4b;hilpert_senger;398.66;2023-08-06
a0f3d1163166;hilpert_senger;242.07;2023-08-06
a07f4a8c8637;hilpert_senger;207.97;2023-08-06
f13c984b204a;hilpert_senger;244.15;2023-08-06
4d31ed13a930;hilpert_senger;65.25;2023-08-06
b580f4376129;hilpert_senger;311.06;2023-08-06
e9214785a5a7;hilpert_senger;246.76;2023-08-06
5f04ba0b2e5c;hilpert_senger;259.07;2023-08-06
ddf218e8f6fe;hilpert_senger;155.75;2023-08-06
a6af239bcee1;hilpert_senger;181.73;2023-08-06
7a128afe095b;hilpert_senger;353.86;2023-08-06
079fc65c7eca;hilpert_senger;164.79;2023-08-06
334bb217016e;hilpert_senger;358.16;2023-08-06
4d9651464a3e;hilpert_senger;103.13;2023-08-06
b25a4f5ef8f9;hilpert_senger;353.17;2023-08-06
c7cf4fd8324d;hilpert_senger;207.34;2023-08-07
b35516acf89f;hilpert_senger;383.22;2023-08-07
06921edc1166;hilpert_senger;402.04;2023-08-07
536c730e7d01;hilpert_senger;391.0;2023-08-07
740c19566bfa;hilpert_senger;129.66;2023-08-07
b766e9e96b22;hilpert_senger;52.75;2023-08-07
97c93c461459;hilpert_senger;141.69;2023-08-07
ba0dee38f1ee;hilpert_senger;148.37;2023-08-07
34eed03546d1;hilpert_senger;293.55;2023-08-07
cb50b761409e;hilpert_senger;369.86;2023-08-07
d96b2208148f;hilpert_senger;338.22;2023-08-07
06dca8548792;hilpert_senger;457.89;2023-08-07
59baf32b01fc;hilpert_senger;294.62;2023-08-07
16036f88af1b;hilpert_senger;126.7;2023-08-07
d3d5373ae10a;hilpert_senger;168.48;2023-08-07
6bfb2de8eafc;hilpert_senger;241.33;2023-08-07
e8f1565daf95;hilpert_senger;58.69;2023-08-07
c2c504e80ef2;hilpert_senger;220.15;2023-08-07
aceefd1b997f;hilpert_senger;165.07;2023-08-07
4f913572e4fd;hilpert_senger;149.68;2023-08-07
872e3b34d956;hilpert_senger;260.25;2023-08-07
64dc666b687a;hilpert_senger;242.33;2023-08-07
7a2f8ccd41aa;hilpert_senger;459.66;2023-08-07
536d98ea8cda;hilpert_senger;437.17;2023-08-07
43f6966b2d23;hilpert_senger;263.31;2023-08-07
2a41d56e9475;hilpert_senger;90.84;2023-08-07
80e48054fcf9;hilpert_senger;425.48;2023-08-07
191d8837b80a;hilpert_senger;300.64;2023-08-07
61098a7ab03e;hilpert_senger;157.51;2023-08-07
8a4e76aa2c0c;hilpert_senger;448.2;2023-08-07
8f3bb0a8b937;hilpert_senger;490.3;2023-08-07
ab6549586aed;hilpert_senger;465.57;2023-08-07
7ba9aba33946;hilpert_senger;286.67;2023-08-07
34b1c0702cb3;hilpert_senger;370.89;2023-08-07
ef1a199861fa;hilpert_senger;164.65;2023-08-07
d85bb1b65a79;hilpert_senger;440.82;2023-08-07
33338ba92208;hilpert_senger;112.61;2023-08-07
3e02aa54aefd;hilpert_senger;186.98;2023-08-07
3a8047aed609;hilpert_senger;161.68;2023-08-07
af0cb8dbace2;hilpert_senger;384.45;2023-08-07
1ab2474b172c;hilpert_senger;385.25;2023-08-07
1d36c9eb6514;hilpert_senger;161.97;2023-08-07
77a6ea97b897;hilpert_senger;224.83;2023-08-07
479bc53ce237;hilpert_senger;137.3;2023-08-07
519a4c32e2ed;hilpert_senger;365.98;2023-08-07
0d73650af06e;hilpert_senger;164.62;2023-08-07
333b386462ef;hilpert_senger;353.59;2023-08-07
c308f5a3d451;hilpert_senger;70.0;2023-08-07
96e4395b5348;hilpert_senger;497.69;2023-08-07
9582fd1327cf;hilpert_senger;164.42;2023-08-07
a7169d7643fa;hilpert_senger;215.93;2023-08-07
515d3d8d4a48;hilpert_senger;112.3;2023-08-07
1dafe6a6823f;hilpert_senger;183.24;2023-08-07
f39100a4176f;hilpert_senger;252.97;2023-08-07
59c0893527a0;hilpert_senger;46.14;2023-08-07
968602fe393b;hilpert_senger;283.06;2023-08-07
2bc554aff390;hilpert_senger;362.77;2023-08-07
5564208dd615;hilpert_senger;337.56;2023-08-07
e739f2c0fe90;hilpert_senger;485.71;2023-08-07
da6e2d6a1c96;hilpert_senger;149.47;2023-08-07
6e0fd82dd025;hilpert_senger;176.73;2023-08-07
14f00e7149f2;hilpert_senger;147.19;2023-08-07
0de65c4d74ef;hilpert_senger;261.54;2023-08-07
50e26105161b;hilpert_senger;160.72;2023-08-07
8dc988cb403e;hilpert_senger;454.41;2023-08-07
19bc5c346b5f;hilpert_senger;236.51;2023-08-07
9d2791d9bf7e;hilpert_senger;227.05;2023-08-07
233f8ec318d9;hilpert_senger;251.7;2023-08-07
16fc107ac339;hilpert_senger;107.41;2023-08-07
f43eadf7856e;hilpert_senger;62.02;2023-08-07
2174db17c4b6;hilpert_senger;108.1;2023-08-07
78659b528cb5;hilpert_senger;339.31;2023-08-07
300953ec8ee5;hilpert_senger;384.87;2023-08-07
883c35ffdf27;hilpert_senger;194.08;2023-08-07
36b08aecd1c2;hilpert_senger;136.18;2023-08-07
3a18fb697dff;hilpert_senger;368.48;2023-08-07
99eca2bfc0d9;hilpert_senger;244.65;2023-08-07
a461c99487e8;hilpert_senger;302.53;2023-08-07
1a3b7cec493c;hilpert_senger;459.77;2023-08-07
5001dd0bfdc8;hilpert_senger;303.41;2023-08-07
2a6098b68335;hilpert_senger;257.97;2023-08-07
f803a71b87c7;hilpert_senger;382.7;2023-08-07
fc85a3533492;hilpert_senger;333.19;2023-08-07
3f40740a206b;hilpert_senger;201.18;2023-08-07
d894262294d8;hilpert_senger;112.08;2023-08-07
5b28a187f40b;hilpert_senger;472.37;2023-08-07
132102b7d0f9;hilpert_senger;387.45;2023-08-07
23dd533f189a;hilpert_senger;378.38;2023-08-07
266ea912d8b2;hilpert_senger;67.19;2023-08-07
e3ca3e389048;hilpert_senger;100.94;2023-08-07
e645464bcf7a;hilpert_senger;437.4;2023-08-07
2521ab73ac7f;hilpert_senger;177.81;2023-08-07
76d32a4acf69;hilpert_senger;254.55;2023-08-07
73ad9567b8c6;hilpert_senger;370.12;2023-08-07
7a85ebf1354e;hilpert_senger;89.79;2023-08-07
a65d808517a4;hilpert_senger;379.24;2023-08-07
95ab2f9b7d25;hilpert_senger;452.58;2023-08-07
9e729381373f;hilpert_senger;148.74;2023-08-07
972016599798;hilpert_senger;469.48;2023-08-07
815cb0f5241c;hilpert_senger;190.13;2023-08-07
038320d4edfd;hilpert_senger;178.47;2023-08-07
26a132cd2123;hilpert_senger;246.91;2023-08-07
29ed70e88c96;hilpert_senger;76.76;2023-08-07
ef7ad10ef21f;hilpert_senger;128.09;2023-08-07
de50097de04e;hilpert_senger;85.08;2023-08-07
3b9dad422373;hilpert_senger;54.08;2023-08-07
7abf5ddd5960;hilpert_senger;425.35;2023-08-07
9e2587a43971;hilpert_senger;446.2;2023-08-07
6fa6e43d8b66;hilpert_senger;34.31;2023-08-07
6e537edb7e58;hilpert_senger;308.94;2023-08-07
4064f48500b9;hilpert_senger;93.54;2023-08-07
c743327948b3;hilpert_senger;421.44;2023-08-07
a8e38b91ae41;hilpert_senger;176.39;2023-08-07
204e9a4728d9;hilpert_senger;215.87;2023-08-07
2d3b6bc4c856;hilpert_senger;193.32;2023-08-07
68976479eccb;hilpert_senger;350.18;2023-08-07
597c7470a766;hilpert_senger;251.06;2023-08-07
a3e995ee1317;hilpert_senger;57.99;2023-08-07
1a238045bc22;hilpert_senger;52.51;2023-08-07
73ad9c367b1c;hilpert_senger;205.67;2023-08-07
4118834e2615;hilpert_senger;122.3;2023-08-07
6b275d6c1489;hilpert_senger;446.62;2023-08-07
a52a51cf6b4b;hilpert_senger;285.3;2023-08-07
7129af91a5b7;hilpert_senger;262.19;2023-08-07
c8af135f525f;hilpert_senger;493.57;2023-08-07
53c414a24a52;hilpert_senger;33.35;2023-08-07
07265e9f9947;hilpert_senger;414.7;2023-08-07
d523b82467ce;hilpert_senger;362.01;2023-08-07
48b37213b161;hilpert_senger;109.02;2023-08-07
a4626b1b59d3;hilpert_senger;34.21;2023-08-07
2ac71a839b80;hilpert_senger;123.42;2023-08-07
1d5ead1813f8;hilpert_senger;201.31;2023-08-07
fc583f6ef415;hilpert_senger;482.26;2023-08-07
0da0845b3ab9;hilpert_senger;448.4;2023-08-07
4f06820cfd0b;hilpert_senger;257.26;2023-08-07
777ce0a29c16;hilpert_senger;440.48;2023-08-07
a1953b4f12eb;hilpert_senger;350.15;2023-08-07
568ef00f555b;hilpert_senger;163.05;2023-08-07
7d4639ddadf4;hilpert_senger;33.96;2023-08-07
d6ce40642dab;hilpert_senger;140.84;2023-08-07
5b8b7c932d20;hilpert_senger;221.17;2023-08-07
0bea52092a62;hilpert_senger;457.13;2023-08-07
1e6b7aff2bcd;hilpert_senger;321.1;2023-08-07
91a04855ab00;hilpert_senger;129.2;2023-08-07
bf2ae0598001;hilpert_senger;324.5;2023-08-07
600a43f46e89;hilpert_senger;270.73;2023-08-07
eadfe13f37e7;hilpert_senger;45.75;2023-08-07
d45773491321;hilpert_senger;197.77;2023-08-07
07a9f612d7c3;hilpert_senger;486.23;2023-08-07
d015f221d9f2;hilpert_senger;272.52;2023-08-07
a33989b0ab11;hilpert_senger;340.98;2023-08-07
614cf657f6cf;hilpert_senger;42.95;2023-08-07
21cbbdc21ec7;hilpert_senger;335.58;2023-08-07
13b9b09bee06;hilpert_senger;391.07;2023-08-07
d5bf189dca36;hilpert_senger;328.0;2023-08-07
1951adc0ba0a;hilpert_senger;123.16;2023-08-07
a418492719b2;hilpert_senger;358.94;2023-08-07
227a8edb805b;hilpert_senger;225.75;2023-08-07
e1b6e8ab6cb2;hilpert_senger;348.99;2023-08-07
abf1b83194b4;hilpert_senger;100.59;2023-08-07
5844bab3cc8a;hilpert_senger;261.32;2023-08-07
c45c88cf1183;hilpert_senger;265.59;2023-08-07
fda5b0010168;hilpert_senger;481.97;2023-08-07
8e5237aad851;hilpert_senger;176.56;2023-08-07
8acb24881e32;hilpert_senger;354.73;2023-08-07
cc5fd148bd17;hilpert_senger;246.3;2023-08-07
97b0ea0df3e0;hilpert_senger;393.27;2023-08-07
f4174b29b73d;hilpert_senger;120.27;2023-08-07
1f37816a2b44;hilpert_senger;460.38;2023-08-07
8532b59bd435;hilpert_senger;448.23;2023-08-07
9afef69a6712;hilpert_senger;166.68;2023-08-07
9858de0339cf;hilpert_senger;481.49;2023-08-07
e2160e4748e9;hilpert_senger;369.68;2023-08-07
73657eb451c9;hilpert_senger;317.5;2023-08-07
dc27044c6b6d;hilpert_senger;365.52;2023-08-07
129478d01221;hilpert_senger;37.35;2023-08-07
55616f4c3218;hilpert_senger;367.66;2023-08-07
97ffa5109946;hilpert_senger;85.6;2023-08-07
06488445a6d4;hilpert_senger;58.75;2023-08-07
30749ee2b397;hilpert_senger;388.84;2023-08-07
aad80ca76349;hilpert_senger;120.23;2023-08-07
f22a9cd951c0;hilpert_senger;57.82;2023-08-07
223b32124341;hilpert_senger;466.89;2023-08-07
96fb69441642;hilpert_senger;319.14;2023-08-07
617cc58cb48e;hilpert_senger;122.04;2023-08-07
3a4c93240372;hilpert_senger;225.7;2023-08-07
7cebf1664e41;hilpert_senger;426.95;2023-08-07
12757f343501;hilpert_senger;274.72;2023-08-07
2a92bc3bc120;hilpert_senger;217.84;2023-08-07
5d5f494e4d97;hilpert_senger;474.41;2023-08-07
b5a8e70dcbd6;hilpert_senger;182.2;2023-08-07
42017a2c9581;hilpert_senger;248.93;2023-08-07
e732db1e3c53;hilpert_senger;486.38;2023-08-07
b8189f5bf38c;hilpert_senger;267.88;2023-08-07
f54c8bea8ac9;hilpert_senger;132.73;2023-08-07
0fb3cc248b5c;hilpert_senger;368.66;2023-08-07
6538c10b67df;hilpert_senger;465.86;2023-08-07
8896a6e9b886;hilpert_senger;434.53;2023-08-07
a4837958712b;hilpert_senger;191.92;2023-08-07
2a1f0a39e484;hilpert_senger;456.0;2023-08-07
3b55c21ca92a;hilpert_senger;443.12;2023-08-07
025f1e41bd7b;hilpert_senger;289.69;2023-08-07
9d7bdbe13073;hilpert_senger;456.24;2023-08-07
76651ceac17a;hilpert_senger;119.2;2023-08-07
ac0bbd809674;hilpert_senger;156.29;2023-08-07
f0a90b870ca3;hilpert_senger;367.57;2023-08-07
ad9a65dd96ec;hilpert_senger;472.88;2023-08-07
3247ee4d1f28;hilpert_senger;484.51;2023-08-07
856d49fc9ec8;hilpert_senger;389.26;2023-08-07
34a46528df53;hilpert_senger;363.75;2023-08-07
229373974a0c;hilpert_senger;53.4;2023-08-07
5d68b4f38ee7;hilpert_senger;314.73;2023-08-07
fa2fd56d6520;hilpert_senger;303.86;2023-08-07
5e13a9456d3d;hilpert_senger;155.28;2023-08-07
bd4cdd6e96fb;hilpert_senger;284.92;2023-08-07
ec674580e436;hilpert_senger;150.13;2023-08-07
52a7b3f1635f;hilpert_senger;479.57;2023-08-07
5cf0d6df1016;hilpert_senger;296.64;2023-08-07
5576e8b027a4;hilpert_senger;173.52;2023-08-07
8acc8fb0ae08;hilpert_senger;309.35;2023-08-07
66683df49f59;hilpert_senger;464.87;2023-08-07
123b1c7a855a;hilpert_senger;244.94;2023-08-07
529bcef862ed;hilpert_senger;408.02;2023-08-07
912f4f74d074;hilpert_senger;165.4;2023-08-07
e6fb0d6671c7;hilpert_senger;347.46;2023-08-07
f6911f6e956e;hilpert_senger;351.37;2023-08-07
a6f55035b739;hilpert_senger;488.1;2023-08-07
c4c8937002f6;hilpert_senger;490.23;2023-08-07
b58722d506b4;hilpert_senger;72.53;2023-08-07
e1387f4e54fb;hilpert_senger;380.86;2023-08-07
a14c823c29d4;hilpert_senger;384.34;2023-08-07
d1df77c4f729;hilpert_senger;452.89;2023-08-07
92d02f3f2f56;hilpert_senger;400.18;2023-08-07
7af68ef71b60;hilpert_senger;428.44;2023-08-07
2231f6687d71;hilpert_senger;68.07;2023-08-07
17d1276f23a0;hilpert_senger;225.66;2023-08-07
5b45cb81ebd5;hilpert_senger;126.29;2023-08-07
3d2d4d5a2541;hilpert_senger;377.16;2023-08-07
c14c7d76bfaf;hilpert_senger;348.77;2023-08-07
37fa49ef166a;hilpert_senger;403.26;2023-08-07
59b3e345ed69;hilpert_senger;200.6;2023-08-07
0ce7e4ef0aaa;hilpert_senger;38.4;2023-08-07
61773c4c9611;hilpert_senger;488.02;2023-08-07
33de241b142b;hilpert_senger;223.3;2023-08-07
c3c2872a34b5;hilpert_senger;198.74;2023-08-07
d0f4a1843886;hilpert_senger;245.14;2023-08-07
9ae7a87d7517;hilpert_senger;46.23;2023-08-07
43ab2835027a;hilpert_senger;311.11;2023-08-08
a5073cfa0c0f;hilpert_senger;488.19;2023-08-08
ce359e886629;hilpert_senger;86.02;2023-08-08
1baae15b4052;hilpert_senger;123.29;2023-08-08
db32692fe159;hilpert_senger;94.44;2023-08-08
d3a69853845b;hilpert_senger;223.86;2023-08-08
86f8d8c701d0;hilpert_senger;85.89;2023-08-08
a242ef7fa684;hilpert_senger;157.0;2023-08-08
9cb54bcaccdc;hilpert_senger;368.41;2023-08-08
